dog_name,session,table,trial,condition,recoding,original_code,same,Recoding_id
Rudi2,3,7,2,looking_away,L,L,Match,SAD
Rudi2,3,7,3,looking_away,L,L,Match,SAD
Rudi2,3,7,4,back_turned,L,L,Match,SAD
Rudi2,3,7,5,absent,L,L,Match,SAD
Rudi2,3,7,6,present,L,L,Match,SAD
Rudi2,3,7,7,looking_away,L,L,Match,SAD
Rudi2,3,7,8,looking_away,L,L,Match,SAD
Rudi2,3,7,9,absent,R,R,Match,SAD
Rudi2,3,7,10,absent,R,R,Match,SAD
Rudi2,3,7,11,back_turned,L,L,Match,SAD
Rudi2,3,7,12,present,L,L,Match,SAD
Rudi2,3,7,13,looking_away,L,L,Match,SAD
Rudi2,3,7,14,absent,L,L,Match,SAD
Rudi2,3,7,15,present,R,R,Match,SAD
Rudi2,3,7,16,present,L,L,Match,SAD
Rudi2,3,7,17,back_turned,L,L,Match,SAD
Rudi2,3,7,18,back_turned,R,R,Match,SAD
Rudi2,3,7,19,present,L,L,Match,SAD
Rudi2,3,7,20,back_turned,R,R,Match,SAD
Rudi2,3,7,21,present,L,L,Match,SAD
Rudi2,3,7,22,absent,L,L,Match,SAD
Rudi2,3,7,23,looking_away,L,L,Match,SAD
Rudi2,3,7,24,back_turned,L,L,Match,SAD
Sammy11,3,8,1,present,R,R,Match,SAD
Sammy11,3,8,2,absent,L,L,Match,SAD
Sammy11,3,8,3,back_turned,R,R,Match,SAD
Sammy11,3,8,4,looking_away,L,L,Match,SAD
Sammy11,3,8,5,back_turned,R,R,Match,SAD
Sammy11,3,8,6,absent,L,L,Match,SAD
Sammy11,3,8,7,back_turned,L,L,Match,SAD
Sammy11,3,8,8,looking_away,L,L,Match,SAD
Sammy11,3,8,9,looking_away,L,L,Match,SAD
Sammy11,3,8,10,back_turned,L,L,Match,SAD
Sammy11,3,8,11,absent,R,R,Match,SAD
Sammy11,3,8,12,present,L,L,Match,SAD
Sammy11,3,8,13,looking_away,L,L,Match,SAD
Sammy11,3,8,14,back_turned,L,L,Match,SAD
Sammy11,3,8,15,looking_away,L,L,Match,SAD
Sammy11,3,8,16,absent,R,R,Match,SAD
Sammy11,3,8,17,present,R,R,Match,SAD
Sammy11,3,8,18,looking_away,L,L,Match,SAD
Sammy11,3,8,19,absent,L,L,Match,SAD
Sammy11,3,8,20,back_turned,R,R,Match,SAD
Sammy11,3,8,21,present,L,L,Match,SAD
Sammy11,3,8,22,present,R,R,Match,SAD
Sammy11,3,8,23,absent,L,L,Match,SAD
Sammy11,3,8,24,present,L,L,Match,SAD
Silva,3,5,1,back_turned,L,L,Match,SAD
Silva,3,5,2,looking_away,L,L,Match,SAD
Silva,3,5,3,looking_away,R,R,Match,SAD
Silva,3,5,4,back_turned,R,R,Match,SAD
Silva,3,5,5,looking_away,L,L,Match,SAD
Silva,3,5,6,absent,L,L,Match,SAD
Silva,3,5,7,present,L,L,Match,SAD
Silva,3,5,8,absent,L,L,Match,SAD
Silva,3,5,9,absent,L,L,Match,SAD
Silva,3,5,10,present,L,L,Match,SAD
Silva,3,5,11,looking_away,L,L,Match,SAD
Silva,3,5,12,back_turned,L,L,Match,SAD
Silva,3,5,13,back_turned,L,L,Match,SAD
Silva,3,5,14,present,L,L,Match,SAD
Silva,3,5,15,present,L,L,Match,SAD
Silva,3,5,16,looking_away,L,L,Match,SAD
Silva,3,5,17,absent,L,L,Match,SAD
Silva,3,5,18,back_turned,R,R,Match,SAD
Silva,3,5,19,absent,L,L,Match,SAD
Silva,3,5,20,looking_away,R,R,Match,SAD
Silva,3,5,21,absent,L,L,Match,SAD
Silva,3,5,22,back_turned,L,L,Match,SAD
Silva,3,5,23,present,L,L,Match,SAD
Silva,3,5,24,present,L,L,Match,SAD
Tamino,3,2,1,absent,R,R,Match,SAD
Tamino,3,2,2,present,R,R,Match,SAD
Tamino,3,2,3,looking_away,R,R,Match,SAD
Tamino,3,2,4,absent,L,L,Match,SAD
Tamino,3,2,5,looking_away,L,L,Match,SAD
Tamino,3,2,6,back_turned,L,L,Match,SAD
Tamino,3,2,7,absent,R,R,Match,SAD
Tamino,3,2,8,back_turned,R,R,Match,SAD
Tamino,3,2,9,looking_away,R,R,Match,SAD
Tamino,3,2,10,absent,L,L,Match,SAD
Tamino,3,2,11,back_turned,L,L,Match,SAD
Tamino,3,2,12,looking_away,L,L,Match,SAD
Tamino,3,2,13,back_turned,L,L,Match,SAD
Tamino,3,2,14,looking_away,R,R,Match,SAD
Tamino,3,2,15,looking_away,L,L,Match,SAD
Tamino,3,2,16,present,L,L,Match,SAD
Tamino,3,2,17,back_turned,L,L,Match,SAD
Tamino,3,2,18,present,R,R,Match,SAD
Tamino,3,2,19,present,R,R,Match,SAD
Tamino,3,2,20,absent,L,L,Match,SAD
Tamino,3,2,21,present,R,R,Match,SAD
Tamino,3,2,22,present,R,R,Match,SAD
Tamino,3,2,23,back_turned,R,R,Match,SAD
Tamino,3,2,24,absent,L,L,Match,SAD
